Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-5639.50638327,0.057353,-5639.58441531
neutral,-5639.43253221,0.058996,-5639.44605237
anion,-5639.41488737,0.055512,-5639.68655248
