Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-836.150316086,0.141355,-836.224201908
neutral,-836.066247360,0.143144,-836.074104687
anion,-836.059061244,0.139311,-836.326707310
