Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-5764.68442046,0.183110,-5764.75257552
neutral,-5764.59062728,0.183918,-5764.59740821
anion,-5764.60912162,0.181004,-5764.86010526
