Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-1133.34003372,0.128784,-1133.41080449
neutral,-1133.24575516,0.130126,-1133.25400887
anion,-1133.26417762,0.126611,-1133.52177399
