Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-1379.55388767,0.079656,-1379.62812569
neutral,-1379.46250744,0.079130,-1379.47088885
anion,-1379.46443624,0.077420,-1379.73777303
