Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-575.624936279,0.129398,-575.7150966103
neutral,-575.581008613,0.133571,-575.5996143176
anion,-575.512501963,0.128925,-575.8017973118
