Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-10675.8065505,-0.002014,-10675.8758280667
neutral,-10675.6920911,-0.000612,-10675.7014408559
anion,-10675.7556764,-0.003902,-10675.9909556382
