Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-839.506720360,0.143039,-839.6004525512
neutral,-839.431935538,0.145598,-839.4619660958
anion,-839.416204231,0.139681,-839.6956783318
