Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-650.861601107,0.131881,-650.9475890865
neutral,-650.832679073,0.137553,-650.8499828212
anion,-650.750348368,0.133062,-651.0276420663
