Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-846.324956782,0.240609,-846.4083440040
neutral,-846.267245827,0.243378,-846.2822001419
anion,-846.232149178,0.238881,-846.4990366546
