Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-846.315288280,0.243538,-846.3954858930
neutral,-846.251435377,0.246478,-846.2650100058
anion,-846.227861251,0.242050,-846.4907401678
