Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-613.987449477,0.145251,-614.0794835621
neutral,-613.919240834,0.146470,-613.9332446487
anion,-613.886889907,0.143815,-614.1906061701
