Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-1003.83994165,0.359770,-1003.9258118958
neutral,-1003.76565376,0.362462,-1003.7802584678
anion,-1003.76510777,0.358268,-1004.0352419439
