Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-590.714006653,0.111140,-590.8104766359
neutral,-590.649951380,0.112458,-590.6695598674
anion,-590.610141624,0.109367,-590.9207069440
