File Name,E_redox(Q/Q.-) (mV),E_redox(Q.-/Q=) (mV)
061,4229.09651094017,2897.2699862167533
062,4123.474376200045,3032.0157848059257
063,4036.812488064305,2824.1505618946885
064,4068.436288606125,2952.9015175658005
065,4113.372420070263,2836.3041276889685
066,4477.718904622688,3201.204739073845
067,4524.674754662309,3214.0701565599734
068,4500.715793837189,2790.4944387177334
069,4498.2176489649255,3130.6786621542356
070,4258.032632289856,3024.7467620201082
071,4124.819908308368,2943.0560589102815
072,4762.92176961513,3336.2840390598835
073,4472.368403330561,3149.267268668643
074,4516.743934510013,3162.039927141364
075,4429.506455644158,2984.8622535147847
076,4242.949379598735,3151.5522084943977
077,4346.905147475098,3236.305313894223
078,4445.520362331493,3196.867517459017
079,4087.7406053115014,2964.5682516376683
080,4144.983992067845,3067.101472584656
081,4096.990644700387,3010.154447164617
082,3880.1542281226148,2968.5198440580093
083,3989.6275500324587,2875.2347686339535
084,3996.144653176022,2834.636215244012
085,3781.631437575392,2324.6955964541366
086,3989.445523171694,2825.2997569666154
087,3903.178447889706,2750.7761584659165
088,4226.6064558685475,2818.209580111602
089,3745.124879059711,2650.5190338373304
090,3698.104329828774,2404.1645704978982
091,3752.128756773026,2521.9604886833204
092,3721.2735125784757,2431.533478521561
093,3721.9596527621393,-70826818.80737157
094,-69213670.00959413,-0.0
095,4232.694174787414,3193.188887786268
096,4264.139178399684,3100.4814738391915
097,4526.393426193777,3190.670941597309
098,4383.146185415238,3013.433156515556
099,4144.163022216878,3015.609364583679
100,3195.683141504283,2257.058567056439
101,3693.007003552708,2628.2083637282076
102,4050.0170259958645,3015.4373240978794
103,4014.639197280809,2779.2562045031227
104,3647.7889542645144,2533.7427164135293
105,3615.6845859319424,2547.9769421631636
106,3636.821968506905,2581.427269815174
107,3165.895723830198,2355.213714764618
108,4129.224395097307,2969.835310921551
109,4358.4869075643455,2980.8083320543133
110,3842.5232663184406,2493.74345439152
111,4105.200310585861,2867.2944600602727
112,4407.666843126069,2901.281371718691
113,3244.803474459766,2175.2865389239787
114,4011.9557031112336,2780.439342368807
115,4397.015497576531,3011.0572862521976
