Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-991.219757945,0.164986,-991.3040591595
neutral,-991.135801747,0.165872,-991.1574105203
anion,-991.152214757,0.168185,-991.4147756467
