Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-764.410713383,0.149910,-764.5080919750
neutral,-764.350150544,0.152689,-764.3733458919
anion,-764.309159573,0.148852,-764.6027496000
