Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-610.599622545,0.099021,-610.6783556269
neutral,-610.517400286,0.101686,-610.5304218752
anion,-610.515234525,0.096923,-610.7936095354
