Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-846.545147854,0.255237,-846.6233985899
neutral,-846.471291480,0.258044,-846.48424325
anion,-846.463002005,0.253573,-846.7226199755
