Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-613.985647064,0.145913,-614.0663159018
neutral,-613.918008763,0.147165,-613.9295824306
anion,-613.882849827,0.143396,-614.1635060194
