Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-610.524363387,0.098250,-610.602338818
neutral,-610.468890834,0.101499,-610.479486104
anion,-610.412903757,0.097000,-610.685615629
