Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-1077.86643466,0.347532,-1077.94109929
neutral,-1077.79345616,0.350348,-1077.80331439
anion,-1077.78750306,0.345536,-1078.03583106
