Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-728.340527490,0.164379,-728.414323793
neutral,-728.277435537,0.167376,-728.285534758
anion,-728.244923588,0.160963,-728.505987688
