Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-783.725985798,0.180120,-783.802398858
neutral,-783.666377479,0.182030,-783.676839319
anion,-783.634706354,0.177834,-783.894305502
