Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-992.228821091,0.177122,-992.301365244
neutral,-992.151058486,0.179563,-992.163140007
anion,-992.160196546,0.174928,-992.408339818
