Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-893.580919269,0.136412,-893.655523319
neutral,-893.499160579,0.139096,-893.514023849
anion,-893.507429433,0.134592,-893.763902944
