Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-1084.56815368,0.442410,-1084.64126339
neutral,-1084.49544955,0.444295,-1084.51152996
anion,-1084.51377760,0.439715,-1084.75024779
