Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-3108.87171997,0.081314,-3108.95347826
neutral,-3108.78635437,0.083897,-3108.79965738
anion,-3108.78528489,0.078460,-3109.06256550
