File Name,E_redox(Q/Q.-) (mV),E_redox(Q.-/Q=) (mV)
117,3896.3294596698415,3081.9148210308053
118,3939.6287044697347,3126.62928489489
119,3950.867398550589,3159.3763703504856
120,3899.6794995015734,3127.2584428700115
121,3930.3089645289874,3104.178236818553
122,3929.4421798024864,3096.396028619681
123,3773.2680032826515,2975.2682828122947
124,3794.142651668422,2981.2305924588813
125,3815.576618702439,2946.1628475005787
126,3826.0710584312033,2945.4618774186483
127,3650.1019294179223,2878.332316432432
128,3682.3914375272334,2879.8699434143055
129,3784.6224794579475,2928.8580072376035
130,3737.5740173560876,2932.756184791676
131,3550.192635408597,2734.3734906229047
132,3712.0097425991726,2831.003944660779
133,3953.712165892086,3182.051929562792
134,3902.9802060904553,3099.7352684731277
135,3755.7175471646124,2997.9049468591775
136,3625.124899791636,2930.72342950703
137,3779.2521632314797,2930.612330401102
138,3819.3277979013615,2958.2581494622514
139,3718.599887777906,2797.6875324005428
140,3697.0403617981483,2821.0494331533037
141,3724.3187774813964,2877.713991090724
142,3745.3092324436743,2893.616083024915
143,3860.388100067249,3341.6945511287895
144,3928.929701875959,3009.6327991825483
145,3863.4876587484678,3316.9908352602392
146,3860.77422177228,2954.4255200833286
147,3992.4603636450793,3004.576117732183
148,3993.06234344635,2993.824987336146
149,3776.4319972135245,2980.871107429825
150,3695.094419954907,3002.8023279361164
151,3720.2263445223207,2912.045655820568
152,3724.916166808767,3019.4116702176493
153,3748.383068724447,3032.3089896788656
154,3663.593596045375,2947.1603884455726
155,3591.4638188046183,2898.3468249678895
156,3520.3575443596173,2906.556733022878
157,3827.0070838402285,2919.7318369936675
158,3837.747865957347,3121.2988951215198
159,3873.071215843223,3115.1987843704
160,3802.0817139830842,2991.531334592615
161,3797.5809226214387,3021.4938866186176
162,3696.270235381431,2984.888925574366
163,3867.82481505304,2985.0196137541247
164,85.387591258931,33.19721521463297
165,3551.7526052078947,2932.0973071419744
166,3496.231666844319,2917.601114549161
167,3508.569292151158,2942.3664683887555
168,3562.696605974902,2776.1803355736492
169,3308.7719694018565,2805.098758994713
170,3765.3366062643395,2964.355735040205
171,3540.8261282170756,2911.6429899282266
172,3536.3806102133253,2909.279223036272
173,3510.4784939251263,2774.514510198483
174,4076.4449589580345,3335.59996146085
175,4005.566561626752,3211.62056126317
176,3648.7706476164653,3186.1944222980082
177,3958.507911786949,3304.1304000786126
178,3822.364281869426,2941.697563551366
179,3864.255559308007,3204.6163542979375
180,3967.458115022698,3266.4172561181103
181,3618.5532688640424,2880.27418481449
182,3661.032248574111,2967.502496353283
