Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-950.271615253,0.174527,-950.3613204991
neutral,-950.212592313,0.177654,-950.2400093989
anion,-950.193476861,0.171714,-950.4602782315
