Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-1029.40127524,0.178720,-1029.4690837529
neutral,-1029.31719589,0.182340,-1029.3303652983
anion,-1029.34211945,0.174759,-1029.5816353579
