Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-1935.57310156,0.128530,-1936.0390883436
neutral,-1935.67263185,0.130269,-1935.9035131803
anion,-1935.32625945,0.126699,-1936.1394842946
