Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-839.518751031,0.144011,-839.6067384586
neutral,-839.453616322,0.147010,-839.4775771538
anion,-839.422479607,0.141974,-839.6980028481
