Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-990.033965055,0.150628,-990.1162415844
neutral,-989.958544127,0.154306,-989.9827551212
anion,-989.959049714,0.145403,-990.2204233820
