Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-1314.08826971,0.162086,-1314.1713785397
neutral,-1313.97868905,0.163666,-1314.0066764234
anion,-1314.03063033,0.161482,-1314.2888918446
