Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-718.802331335,0.050840,-718.8755881347
neutral,-718.702660538,0.052868,-718.7148314601
anion,-718.707338711,0.048663,-718.9831050330
