Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-726.120655900,0.131711,-726.2044084517
neutral,-726.026585395,0.132801,-726.0495697628
anion,-726.041182393,0.129979,-726.3184962176
