Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-610.749297564,0.109315,-610.8309436302
neutral,-610.679772153,0.111265,-610.6939184082
anion,-610.642687840,0.107929,-610.9149903573
