Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-1240.05940690,0.180863,-1240.1421394575
neutral,-1239.96085475,0.181063,-1239.9858564580
anion,-1239.98737491,0.178618,-1240.2510541143
