Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-727.314382276,0.153186,-727.3993853129
neutral,-727.230380092,0.155579,-727.2506115864
anion,-727.225075879,0.151951,-727.5023846896
