Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-689.399009064,0.159181,-689.4747307436
neutral,-689.326166058,0.159524,-689.3374401402
anion,-689.296349734,0.156581,-689.5695375050
