Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-532.166521329,0.059758,-532.2506350129
neutral,-532.085233766,0.061863,-532.1018736120
anion,-532.057555012,0.057820,-532.3540702865
