Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-496.232196913,0.079602,-496.3164498203
neutral,-496.152037402,0.082184,-496.1672825326
anion,-496.121361009,0.078042,-496.4240314774
