File Name,E_redox(Q/Q.-) (mV),E_redox(Q.-/Q=) (mV)
317,4872.102215890031,3519.603042410099
318,4852.807014800545,3513.0816943844916
319,4137.939733473585,2704.4233276852096
320,4160.383363880044,2857.559795747016
321,4255.879724849701,3046.0142912738593
322,3874.5435586132635,2592.5388893112104
323,3793.886243998855,2678.662152624967
324,3599.475025203393,2485.759420728199
325,3913.0167364925383,2644.0740829416613
326,4117.46747343941,2791.2093380276747
327,4109.289802049824,2918.6368486238216
328,3754.0033001153006,2565.312084411318
329,3844.615099039013,2748.4375289415175
330,3817.984810000592,2543.2052152626834
331,3961.9915268724635,2766.395263191759
332,4206.04452796479,3406.1034506681353
333,3581.4470053683995,3038.8894069951803
334,3714.2666144576137,3114.1001470281944
335,2801.979929605508,1508.181867965623
336,2927.0245332036657,1671.962669342963
337,2833.200767658197,1685.3720585787291
338,3380.351881032144,2443.131094361448
339,3526.321396862014,2546.0609648863087
340,2988.248524573042,1832.4279668759084
341,2775.9502380597105,1454.6146782296642
342,2792.446342454355,1285.0043370292622
343,3229.292388575912,1960.4928912148148
344,2767.132731167262,1535.5147406842486
345,2826.7365351622807,1741.3190260567653
346,3397.3219709231284,2200.1682680515946
347,4964.252596902429,3976.2285063564123
348,3545.8876722406,2471.711311634264
349,3335.166117398232,2329.451938347014
