Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-1043.31873229,0.394595,-1043.39703845
neutral,-1043.24533357,0.396469,-1043.25677674
anion,-1043.24508537,0.393860,-1043.48968775
