Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-689.399009064,0.159181,-689.478965669
neutral,-689.326166058,0.159524,-689.337489768
anion,-689.296349734,0.156581,-689.575012200
