Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-1985.09753200,0.261314,-1985.17336938
neutral,-1985.00514789,0.262934,-1985.03104481
anion,-1985.03853577,0.258525,-1985.28247147
