Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-1505.86907487,0.209854,-1505.95114299
neutral,-1505.76052909,0.211969,-1505.78082682
anion,-1505.81708986,0.208857,-1506.07126100
