Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-765.445065414,0.156671,-765.524291022
neutral,-765.357670323,0.158442,-765.371523252
anion,-765.362985762,0.155375,-765.630640397
