Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-1451.41531408,0.037111,-1451.48747148
neutral,-1451.31494218,0.038879,-1451.32537957
anion,-1451.33290658,0.035164,-1451.60308787
