Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-765.444351675,0.156346,-765.522320887
neutral,-765.347597175,0.159348,-765.361563512
anion,-765.368136596,0.154386,-765.638615248
