Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-893.580919269,0.136412,-893.6671693368
neutral,-893.499160579,0.139096,-893.5200436971
anion,-893.507429433,0.134592,-893.7879328706
