Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-3777.55638703,0.128606,-3777.6401497815
neutral,-3777.48711905,0.130571,-3777.5023880104
anion,-3777.47417635,0.125589,-3777.7470717690
