Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-1204.01398800,0.141641,-1204.1008747900
neutral,-1203.94791579,0.143521,-1203.9650014479
anion,-1203.92761608,0.138725,-1204.2093963592
