Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-1305.34768910,0.349639,-1305.4302797264
neutral,-1305.27064698,0.352667,-1305.2909607331
anion,-1305.28101620,0.348648,-1305.5283579206
