Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-1544.91467698,0.575172,-1545.00049648
neutral,-1544.84073909,0.578014,-1544.86138071
anion,-1544.86008701,0.574412,-1545.09701254
