Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-1853.90920604,0.460665,-1854.0003822400
neutral,-1853.84135362,0.464491,-1853.8838637010
anion,-1853.86089840,0.461610,-1854.0956684575
