Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-839.537973427,0.145347,-839.6224036398
neutral,-839.465113137,0.148706,-839.4887774520
anion,-839.469049734,0.143942,-839.7355927655
