Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-1897.07471851,0.177023,-1897.1628439379
neutral,-1896.97866452,0.179350,-1897.0198011088
anion,-1897.02661331,0.175357,-1897.2674266335
