File Name,E_redox(Q/Q.-) (mV),E_redox(Q.-/Q=) (mV)
183,3700.012492145097,2923.9255459655333
184,3742.179730968218,3006.0740685973465
185,3843.899699047012,2978.0258230972645
186,3706.419010470065,2900.1514419132604
187,3720.300861386939,2922.101005234363
188,3577.274414739461,2557.842710987407
189,3595.0248024482617,2543.1236099770117
190,3449.7634485282506,2512.95191277588
191,3768.0598717875287,2946.4525231325033
192,3621.797404137213,3644.1570891295287
193,3612.861366863686,2698.098768389178
194,3848.213568322701,3021.71556239792
195,4157.373791428064,3407.451420876501
196,3808.8462152909296,2905.6133906161826
197,3738.6865948092845,2865.4375493394577
198,3388.4972531590824,2729.709156715705
199,3718.9979523195534,3005.19491382002
200,3655.6579378081733,2892.6950480520372
201,3773.3924601889707,2896.5487005277027
202,3669.1529323198506,2821.329552340577
203,3418.7662290926833,2481.1837832531114
204,3756.5035946422245,2857.0465450298916
205,3961.589296351926,3167.4956636207035
206,3901.4814933207685,3118.682723269436
207,3674.6002960132187,3040.1511732770973
208,3762.7057051892907,3278.7052733543633
209,3762.7057051892907,3278.7052733543633
210,3762.7057051892907,3278.7052733543633
211,3754.0022116842447,2758.857944323941
212,3396.9166927844976,2404.5255085780677
213,3447.193875225278,2461.7800109624354
214,3624.298542194106,2596.7547179560943
215,3912.1750782475187,2915.380256229796
216,4144.604564224787,3166.8641274173992
217,4143.106607911946,3168.3397708487455
218,3870.789579425814,2897.99552768011
219,4123.296033685968,3055.0006685927524
220,4066.9198153198513,3127.3314141627166
221,3809.944526109696,2831.9064300020023
222,3546.471290177203,2534.9627548832736
223,3667.6607174968362,2647.734783399254
224,3391.0062823542753,2421.465285600893
225,3698.0938563739273,2662.8659108251554
226,3702.136025487061,2728.2434724580603
