Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-1144.91540446,0.203858,-1145.0009563967
neutral,-1144.84264217,0.207711,-1144.8701149152
anion,-1144.83926009,0.202909,-1145.0929502654
