Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-728.346184467,0.163558,-728.4318102274
neutral,-728.282723467,0.165298,-728.3026343544
anion,-728.252833064,0.161805,-728.5295398439
