Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-846.324956782,0.240609,-846.4112548495
neutral,-846.267245827,0.243378,-846.2883233849
anion,-846.232149178,0.238881,-846.4987303590
