File Name,E_redox(Q/Q.-) (mV),E_redox(Q.-/Q=) (mV)
183,3695.6862501272267,2981.8556715251425
184,3727.480951006433,3118.2015187469965
185,3828.4506756323062,3087.0508900858226
186,3684.618548898372,3048.878032720367
187,3693.785206140045,3048.789039694559
188,3521.843985046957,2509.1022956678735
189,3547.7286156494,2443.45027470589
190,3463.676159249557,3629.262246952896
191,3714.2243696420046,2979.755055153608
192,3438.5182700998084,3391.7091599306323
193,3274.6750497877647,2567.1030333604217
194,3845.536202028971,2937.123169606818
195,4090.05084305816,3371.482314373075
196,3806.386056746958,3020.4690042395996
197,3698.372334752382,2962.744124527809
198,3321.7218602009193,2842.4656369577237
199,3694.6018140968204,3065.0228697693483
200,3621.4048497864846,2958.4695531404063
201,3759.9007663509747,3012.38193948647
202,3616.108059952776,2798.830090753876
203,3344.361495672658,2314.532405069985
204,3723.465336946921,2909.750688797844
205,3968.5054953279055,3235.5735221044783
206,3909.5985253625754,3179.4696188821126
207,3595.263351642045,2927.3980617382135
208,3734.522259944891,3236.5444835106923
209,3734.522259944891,3236.5444835106923
210,3734.522259944891,3236.5444835106923
211,3695.7297629523478,2817.0107497461713
212,3275.1684148342692,2661.7393905417694
213,3354.3949648513767,2508.508261438366
214,3578.6869997821236,2657.647539887106
215,3823.116446412765,2863.507166653159
216,4018.5201150003536,2965.040103797633
217,4027.484984877291,2967.2082438527295
218,3787.8872514263753,2827.9910552044607
219,3955.634017989199,2891.115421149455
220,3953.8993682503624,2900.8159032279186
221,3745.9521291699025,2853.1779211586545
222,3566.3345554507177,4495.508078657827
223,3727.4311715087993,2683.4292890577335
224,3365.016536311433,3372.9944203236673
225,3740.366948050625,2725.6836841701684
226,3744.74561447992,2792.5107967538647
